Município,Estado,Ano de Referência,IN013 - Índice de perdas faturamento,IN016 - Índice de tratamento de esgoto,IN022 - Consumo médio percapita de água,IN049 - Índice de perdas na distribuição,IN052 - Índice de consumo de água,POP_TOT - População total do município do ano de referência (Fonte: IBGE):,PORC1 - Porcentagem da população total atendida com abastecimento de água,PORC2 - Porcentagem da população total atendida com esgotamento sanitário
Nazaré da Mata,PE,2012,44.26,99.58,93.6,56.33,43.67,31029.0,85.68113700087015,11.044506751748363
Nazaré da Mata,PE,2011,44.06,100.0,88.9,55.71,44.29,30915.0,80.40433446546984,11.130519165453665
Nazaré da Mata,PE,2010,50.86,100.0,85.2,59.7,40.29,30796.0,79.26354071957397,11.01766463177036
Olinda,PE,2019,46.91,100.0,85.72,54.75,45.25,392482.0,99.90954999210156,45.247680148388966
Olinda,PE,2018,50.21,100.0,80.04,55.18,44.82,391835.0,99.23156430640448,45.17181977107711
Olinda,PE,2017,50.32,100.0,76.31,62.66,37.34,390771.0,96.74003444472594,45.13052401534402
Olinda,PE,2016,50.69,100.0,76.57,62.7,37.3,390144.0,94.98774811351706,44.39565903871391
Olinda,PE,2015,45.53,100.0,100.01,57.62,42.38,389494.0,87.77824562124192,36.16641077911341
Olinda,PE,2014,48.67,100.0,103.21,59.24,40.76,388821.0,84.63817540719252,33.68953837369895
Olinda,PE,2013,47.61,100.0,101.19,57.96,42.04,388127.0,85.15331321964203,33.2143860128257
Olinda,PE,2012,39.93,99.98,105.1,50.97,49.03,379271.0,84.51265717653077,33.13751908266121
Olinda,PE,2011,58.05,100.0,105.1,66.0,34.0,378538.0,84.67128795523831,32.77055407911491
Olinda,PE,2010,60.64,100.0,93.8,68.44,31.55,377779.0,83.2497306626361,32.34351300628145
Parnamirim,PE,2019,17.18,100.0,81.79,36.48,63.52,22010.0,62.25806451612903,36.39254884143571
Parnamirim,PE,2018,20.86,100.0,81.93,37.42,62.58,21914.0,60.0803139545496,37.08131787898147
Parnamirim,PE,2017,6.01,100.0,88.52,25.69,74.31,21383.0,60.53874573259132,38.12841977271664
Parnamirim,PE,2016,9.64,100.0,82.95,29.07,70.93,21290.0,58.337247534053546,38.647252231094406
Paulista,PE,2019,48.3,100.0,81.54,60.11,39.89,331774.0,100.0,52.68978280395691
Paulista,PE,2018,52.6,100.0,73.29,63.55,36.45,329117.0,100.0,52.90398247431765
Paulista,PE,2017,54.91,100.0,71.06,67.59,32.41,328353.0,98.88778235618372,51.80644002034396
Paulista,PE,2016,54.98,92.2,72.86,67.92,32.08,325590.0,97.43143216929266,50.19656623360669
Paulista,PE,2015,43.7,92.24,83.28,59.85,40.15,322730.0,84.03557153038143,38.51423790784867
Paulista,PE,2014,53.27,84.01,87.58,65.37,34.63,319769.0,84.71427811951753,37.517082644033664
Paulista,PE,2013,56.94,100.0,91.38,67.43,32.57,316714.0,85.4313355266897,37.55375512291847
Paulista,PE,2012,41.13,95.98,96.8,54.04,45.96,306239.0,86.38742942603652,35.440293365639256
Paulista,PE,2011,59.67,97.58,97.3,68.85,31.15,303401.0,85.25416857558149,35.507793316436
Paulista,PE,2010,64.68,98.59,88.7,72.59,27.4,300466.0,82.12077240020501,35.31214846272124
Petrolina,PE,2019,21.3,100.0,104.48,38.13,61.87,349145.0,100.0,83.60881582150682
Petrolina,PE,2018,21.5,100.0,96.65,39.68,60.32,343865.0,100.0,83.5074811335844
Petrolina,PE,2017,22.34,100.0,95.11,39.88,60.12,343219.0,100.0,78.55305213289473
Petrolina,PE,2016,22.39,100.0,95.28,39.97,60.03,337683.0,100.0,71.72851461281735
Petrolina,PE,2015,26.36,100.0,97.84,44.02,55.98,331951.0,92.8814794954677,63.11985805133891
Petrolina,PE,2014,35.09,100.0,108.7,48.64,51.36,326017.0,88.29202158169666,59.80270967464887
Petrolina,PE,2013,35.41,100.0,120.61,46.28,53.72,319893.0,74.97757062517779,53.63168309403456
Petrolina,PE,2012,37.98,100.0,121.2,48.28,51.72,305352.0,76.30243129241006,52.97820220597868
Petrolina,PE,2011,47.1,100.0,112.3,56.88,43.12,299752.0,70.86324695081268,51.49657049827858
Petrolina,PE,2010,50.8,100.0,108.4,58.81,41.18,293962.0,67.14031065239725,49.73227832168784
Quipapá,PE,2012,100.0,0.0,146.7,3.61,96.39,24495.0,14.484588691569709,14.484588691569709
Recife,PE,2019,50.75,99.74,119.36,57.92,42.08,1645727.0,89.32921438367359,43.95552846857346
Recife,PE,2018,52.63,99.74,114.79,58.86,41.14,1637834.0,88.12303322558941,43.53914987721589
Recife,PE,2017,52.69,99.72,115.64,61.11,38.89,1633697.0,85.84657987374648,42.60361621524677
Recife,PE,2016,52.7,99.7,109.16,61.16,38.84,1625583.0,83.8131304276681,41.67108046774604
Recife,PE,2015,51.75,99.67,121.5,60.61,39.39,1617183.0,84.70525599143696,39.94637588943243
Recife,PE,2014,41.96,100.0,124.91,51.88,48.12,1608488.0,83.27478974042704,38.68527461815072
Recife,PE,2013,37.85,98.17,120.22,49.82,50.18,1599513.0,82.9815074963442,36.36087984280215
Recife,PE,2012,50.74,97.78,126.9,59.85,40.15,1555039.0,83.5782896763361,36.621460940851
Recife,PE,2011,63.88,99.13,127.4,70.69,29.31,1546516.0,82.28993427808054,35.53904388962028
Recife,PE,2010,56.71,100.0,112.3,65.07,34.92,1537704.0,82.94359642688059,35.15527045517213
Rio Formoso,PE,2019,61.68,100.0,75.71,68.39,31.61,23535.0,51.92691735712768,16.273635011684725
Rio Formoso,PE,2018,55.4,100.0,73.37,63.51,36.49,23440.0,51.94112627986348,16.488907849829353
Rio Formoso,PE,2017,55.5,100.0,76.22,67.19,32.81,23379.0,49.394755977586726,16.74152016767184
Rio Formoso,PE,2016,57.05,100.0,72.76,68.5,31.5,23282.0,49.22687054376772,16.892878618675372
Rio Formoso,PE,2015,58.92,100.0,80.55,70.07,29.93,23181.0,48.29386135196928,17.113153013243604
Rio Formoso,PE,2014,65.53,100.0,81.39,74.46,25.54,23078.0,44.39292833001127,17.14186671288673
Rio Formoso,PE,2013,65.02,100.0,79.28,74.99,25.01,22970.0,44.6321288637353,16.229865041358295
Rio Formoso,PE,2012,64.64,99.52,85.0,74.4,25.6,22361.0,44.47475515406288,16.671884083896067
Rio Formoso,PE,2011,68.57,100.0,86.8,77.26,22.74,22258.0,42.90592146643903,16.60975828915446
Rio Formoso,PE,2010,71.69,100.0,76.6,79.23,20.76,22151.0,38.2465802898289,15.5297729222157
Salgueiro,PE,2019,15.89,100.0,98.74,40.3,59.7,60930.0,100.0,39.977022813064174
Salgueiro,PE,2018,16.99,100.0,91.62,42.81,57.19,60604.0,100.0,35.448155237278065
Salgueiro,PE,2017,16.63,100.0,101.67,37.53,62.47,60453.0,100.0,35.95851322515012
Salgueiro,PE,2016,19.04,100.0,92.88,40.13,59.87,60117.0,100.0,36.1894306103099
Salgueiro,PE,2015,17.64,100.0,94.5,39.71,60.29,59769.0,100.0,33.35675684719504
Salgueiro,PE,2014,32.09,100.0,99.24,48.51,51.49,59409.0,100.0,25.292464104765276
Salgueiro,PE,2013,34.82,100.0,101.07,49.05,50.95,59037.0,96.97308467571185,3.9754730084523264
São Lourenço da Mata,PE,2019,55.59,100.0,80.13,68.54,31.46,113230.0,77.77355824428155,19.507197739115075
São Lourenço da Mata,PE,2018,56.75,100.0,76.31,67.49,32.51,112362.0,76.16898951602855,15.173279222512951
São Lourenço da Mata,PE,2017,56.84,100.0,83.48,68.5,31.5,112099.0,73.21207147253766,9.736036895958035
São Lourenço da Mata,PE,2016,56.85,100.0,78.08,68.86,31.14,111197.0,70.76629765191507,9.645044380693724
São Lourenço da Mata,PE,2015,55.47,100.0,87.02,68.47,31.53,110264.0,67.34927084089095,9.61601247914097
São Lourenço da Mata,PE,2014,55.94,100.0,87.11,69.12,30.88,109298.0,66.89966879540339,8.587531336346501
São Lourenço da Mata,PE,2013,57.95,100.0,93.21,69.6,30.4,108301.0,62.52204504113536,8.179979870915318
São Lourenço da Mata,PE,2012,53.88,99.95,102.5,63.63,36.37,104782.0,62.67297818327575,8.431791719951901
São Lourenço da Mata,PE,2011,73.42,100.0,95.6,79.77,20.23,103854.0,63.897394419088336,8.374256167311803
São Lourenço da Mata,PE,2010,73.12,100.0,83.5,79.57,20.42,102895.0,62.81257592691579,8.457165071189078
Sirinhaém,PE,2019,59.42,100.0,79.08,67.58,32.42,45865.0,59.51815109560668,17.283331516406847
Sirinhaém,PE,2018,58.45,100.0,76.35,66.13,33.87,45359.0,59.6177164399568,17.65250556670121
Sirinhaém,PE,2017,58.46,100.0,73.28,69.44,30.56,45263.0,59.14543887943795,18.001458144621434
Sirinhaém,PE,2016,59.97,100.0,77.2,69.74,30.26,44734.0,59.46036571735146,18.53847185585908
Sirinhaém,PE,2015,54.52,100.0,88.62,65.04,34.96,44187.0,57.44676035938172,16.53880100482042
Sirinhaém,PE,2014,59.53,100.0,93.18,68.07,31.93,43620.0,52.75561668959193,16.735442457588263
Sirinhaém,PE,2013,64.43,100.0,91.12,71.59,28.41,43036.0,50.55999628218236,16.83939027790687
Sirinhaém,PE,2012,68.76,100.0,83.2,76.46,23.54,41391.0,47.022299533715056,17.38783793578314
Sirinhaém,PE,2011,70.41,100.0,84.3,77.42,22.58,40853.0,45.51195750618069,12.875431424864756
Sirinhaém,PE,2010,69.41,100.0,79.2,76.25,23.74,40296.0,44.53543776057177,3.3899146317252336
Surubim,PE,2019,2.61,100.0,68.88,37.46,62.54,65089.0,100.0,12.76867058950053
Tacaimbó,PE,2019,-6.56,100.0,75.3,15.5,84.5,12874.0,72.85226036973745,38.28646885194967
Tacaimbó,PE,2018,12.32,100.0,77.92,29.77,70.23,12890.0,71.56710628394104,17.672614429790535
Tamandaré,PE,2019,46.04,100.0,115.93,62.34,37.66,23388.0,100.0,99.68359842654353
Tamandaré,PE,2018,45.14,100.0,107.42,64.16,35.84,23149.0,100.0,100.0
Tamandaré,PE,2017,45.17,100.0,113.58,61.75,38.25,23100.0,100.0,99.1904761904762
Tamandaré,PE,2016,48.59,100.0,106.37,63.45,36.55,22850.0,100.0,98.03501094091904
Tamandaré,PE,2015,50.58,100.0,100.91,65.31,34.69,22591.0,100.0,100.0
Tamandaré,PE,2014,61.37,100.0,97.26,72.48,27.52,22323.0,100.0,99.40420194418311
Tamandaré,PE,2013,60.76,100.0,95.15,71.75,28.25,22046.0,100.0,100.0
Tamandaré,PE,2012,67.19,99.99,92.7,76.49,23.51,21234.0,100.0,100.0
Tamandaré,PE,2011,76.42,0.0,80.3,83.62,16.38,20979.0,100.0,2.831402831402832
Venturosa,PE,2019,35.31,100.0,92.27,47.86,52.14,18482.0,57.19619088843199,34.871767124770045
Venturosa,PE,2018,40.74,100.0,86.27,49.66,50.34,18298.0,55.40496229096076,23.406929719094983
Vitória de Santo Antão,PE,2019,31.78,100.0,111.0,47.04,52.96,138757.0,79.0633986033137,29.42842523260088
Vitória de Santo Antão,PE,2018,27.21,100.0,102.34,45.55,54.45,137915.0,79.20313236413733,30.00978863792916
Vitória de Santo Antão,PE,2017,25.88,100.0,117.81,42.11,57.89,137578.0,78.69790228088793,30.210498771605927
Vitória de Santo Antão,PE,2016,19.93,100.0,95.85,42.32,57.68,136706.0,76.04567465948826,28.234313051365707
Vitória de Santo Antão,PE,2015,10.69,100.0,99.84,37.02,62.98,135805.0,73.9354221125879,28.14476639298995
Vitória de Santo Antão,PE,2014,23.19,100.0,100.7,45.73,54.27,134871.0,72.44329766962505,27.849574778862767
Vitória de Santo Antão,PE,2013,17.59,100.0,98.71,42.12,57.88,133907.0,72.66012979157176,26.01282979978642
Vitória de Santo Antão,PE,2012,28.14,100.0,98.4,49.75,50.25,129907.0,72.63811803828894,24.53909335139754
Vitória de Santo Antão,PE,2011,33.66,100.0,87.3,56.59,43.41,130924.0,72.7941401118206,23.621337569887874
Vitória de Santo Antão,PE,2010,39.18,100.0,79.2,60.49,39.5,129974.0,71.35119331558619,23.69089202455876
Água Branca,PI,2019,37.64,100.0,96.18,49.26,50.74,17411.0,93.9118947791626,36.287404514387454
Água Branca,PI,2018,33.73,100.0,100.14,45.85,54.15,17349.0,93.71721713067036,37.23557553749496
Água Branca,PI,2017,40.8,100.0,104.32,50.82,49.18,17119.0,96.44839067702551,25.77253344237397
Água Branca,PI,2016,39.84,100.0,104.52,49.91,50.09,17068.0,95.34216076868994,25.84954300445278
Altos,PI,2019,41.46,100.0,87.36,51.68,48.32,40524.0,70.54831704668838,5.320304017372422
Altos,PI,2018,42.35,100.0,94.21,52.8,47.2,40440.0,53.96389713155292,5.378338278931751
Altos,PI,2017,50.36,100.0,94.63,58.87,41.13,39864.0,57.558197872767416,5.49367850692354
Altos,PI,2016,31.22,100.0,98.39,42.09,57.91,39795.0,55.60497549943461,5.503203920090463
Altos,PI,2015,34.38,100.0,93.86,45.8,54.2,39715.0,53.65982626211758,5.514289311343322
Altos,PI,2014,28.32,100.0,96.14,41.41,58.59,39625.0,48.8782334384858,5.145741324921136
Altos,PI,2013,33.5,100.0,99.74,44.97,55.03,39522.0,45.68088659480796,5.14903091948788
Altos,PI,2012,41.34,100.0,97.7,48.03,51.97,39232.0,45.8605220228385,4.746125611745514
Altos,PI,2011,37.0,100.0,90.3,50.72,49.28,39031.0,43.26560938741001,4.893546155619892
Altos,PI,2010,29.98,,91.5,44.31,55.68,38822.0,42.46818814074494,0.0489413219308639
Bocaina,PI,2019,37.93,100.0,108.03,48.76,51.24,4500.0,54.77777777777778,11.733333333333333
Cajazeiras do Piauí,PI,2012,86.58,33.33,102.7,42.95,57.05,3413.0,97.94901845883388,23.14679167887489
Cajazeiras do Piauí,PI,2011,15.22,0.0,89.8,15.22,84.78,3379.0,35.217519976324354,23.37969813554306
Cajazeiras do Piauí,PI,2010,0.0,,58.7,0.0,100.0,3343.0,35.596769368830394,23.63146874065211
Campo Grande do Piauí,PI,2016,66.67,0.0,57.68,66.67,33.33,5823.0,16.314614459900394,3.434655675768504
Campo Grande do Piauí,PI,2015,66.67,0.0,60.55,66.67,33.33,5801.0,16.376486812618516,3.447681434235476
Campo Grande do Piauí,PI,2014,100.0,0.0,254.86,20.0,80.0,5775.0,14.891774891774892,3.463203463203463
Campo Grande do Piauí,PI,2012,100.0,0.0,264.1,20.0,80.0,5704.0,14.55119214586255,3.506311360448808
Campo Grande do Piauí,PI,2010,100.0,,204.7,40.0,60.0,5592.0,39.34191702432045,7.1530758226037205
Corrente,PI,2019,36.26,100.0,106.23,45.77,54.23,26644.0,80.35204924185557,14.66746734724516
Corrente,PI,2018,37.52,100.0,105.17,46.76,53.24,26575.0,80.27845719661336,14.679209783631231
Corrente,PI,2017,36.62,100.0,108.54,44.76,55.24,26205.0,79.67563442091205,14.802518603319978
Corrente,PI,2016,26.82,100.0,112.01,34.34,65.66,26149.0,79.81949596542889,14.8342192818081
Corrente,PI,2015,33.13,99.26,127.35,38.75,61.25,26084.0,80.1717527986505,14.970863364514644
Corrente,PI,2014,35.37,100.0,145.34,40.11,59.89,26011.0,60.93191342124486,14.716850563223252
Corrente,PI,2013,39.34,94.57,138.06,42.96,57.04,25927.0,59.62895822887337,10.444710147722452
Corrente,PI,2012,41.66,88.17,129.2,45.3,54.7,25737.0,60.05361930294906,8.80833041924078
Corrente,PI,2011,86.64,93.5,130.6,49.36,50.64,25575.0,59.95698924731183,4.793743890518084
Corrente,PI,2010,31.44,,23.9,45.41,54.58,25407.0,56.99610343606093,7.616011335458732
Dom Inocêncio,PI,2014,96.38,2.91,145.89,44.72,55.28,9376.0,21.832337883959045,21.832337883959045
Fartura do Piauí,PI,2019,100.0,0.0,,25.0,75.0,5307.0,70.66139061616732,26.2671942717166
Floriano,PI,2019,41.4,100.0,146.23,49.33,50.67,59935.0,96.1608409109869,3.7974472345040464
Floriano,PI,2018,37.32,100.0,138.52,46.65,53.35,59840.0,96.16644385026738,3.7901069518716577
Floriano,PI,2017,49.31,100.0,139.57,56.45,43.55,58969.0,96.8559751733962,3.8884837796130167
Floriano,PI,2016,30.08,100.0,141.91,39.33,60.67,58892.0,96.96563200434692,3.893567886979556
Floriano,PI,2015,32.72,100.0,148.09,41.77,58.23,58803.0,96.18896995051271,3.31615733891128
Guadalupe,PI,2019,38.21,100.0,118.45,47.4,52.6,10499.0,97.67596913991808,64.73949899990475
Ilha Grande,PI,2019,38.97,100.0,88.84,51.23,48.77,9426.0,92.67982176957352,56.87460216422661
Ilha Grande,PI,2018,40.05,100.0,86.34,52.45,47.55,9394.0,92.09069618905684,56.5147966787311
João Costa,PI,2019,100.0,0.0,466.49,22.56,77.44,3008.0,86.43617021276596,59.840425531914896
João Costa,PI,2018,100.0,0.0,530.95,21.26,78.74,3010.0,85.71428571428571,59.800664451827245
João Costa,PI,2017,100.0,0.0,334.38,38.22,61.78,2961.0,87.13272543059777,60.790273556231
João Costa,PI,2016,100.0,0.0,433.79,33.33,66.67,2963.0,84.37394532568344,60.74924063449208
João Costa,PI,2015,100.0,0.0,421.5,40.0,60.0,2965.0,77.57166947723441,60.70826306913997
João Costa,PI,2014,100.0,0.0,379.73,20.0,80.0,2968.0,53.908355795148246,35.04043126684636
João Costa,PI,2013,100.0,0.0,213.04,66.67,33.33,2971.0,43.285089195557056,6.731740154830024
José de Freitas,PI,2019,44.12,100.0,91.19,54.69,45.31,39208.0,67.0143848194246,3.838502346459906
José de Freitas,PI,2018,43.74,100.0,86.36,54.69,45.31,39072.0,67.03521703521703,4.389332514332514
José de Freitas,PI,2017,53.68,100.0,85.05,62.04,37.96,38550.0,73.65239948119326,4.438391699092088
Morro Cabeça no Tempo,PI,2019,100.0,0.0,147.85,0.01,99.99,4532.0,56.57546337157988,34.510150044130626
Nossa Senhora de Nazaré,PI,2011,100.0,0.0,128.4,20.0,80.0,4610.0,55.53145336225597,1.084598698481562
Oeiras,PI,2019,47.05,100.0,82.01,47.05,52.95,37029.0,100.0,33.454859704555886
Oeiras,PI,2018,31.27,100.0,139.09,22.71,77.29,36971.0,61.57528873982311,25.146736631413813
Oeiras,PI,2017,38.98,100.0,111.19,49.76,50.24,36432.0,64.88801054018445,25.40898111550285
Oeiras,PI,2016,33.29,100.0,115.19,44.38,55.62,36385.0,62.03380513948056,25.122990243232103
Oeiras,PI,2015,36.05,100.0,113.83,46.88,53.12,36329.0,60.73660161303641,24.988301357042584
Oeiras,PI,2014,46.72,100.0,114.15,56.06,43.94,36266.0,58.59206970716373,24.99310649092814
Oeiras,PI,2013,47.27,100.0,114.44,57.63,42.37,36195.0,56.07404337615692,24.08619975134687
Oeiras,PI,2012,45.22,100.0,117.9,54.22,45.78,35931.0,54.67145361943726,42.6595418997523
Oeiras,PI,2011,47.7,100.0,108.7,58.79,41.21,35788.0,51.70168771655304,21.66089191907902
Oeiras,PI,2010,38.51,,113.4,49.96,50.03,35640.0,50.34231200897867,19.62962962962963
Parnaíba,PI,2019,15.32,100.0,116.99,30.24,69.76,153078.0,96.8989665399339,40.73544206221665
Parnaíba,PI,2018,14.33,100.0,115.31,29.96,70.04,152653.0,97.10650953469634,41.25041761380386
Parnaíba,PI,2017,26.81,100.0,115.17,39.2,60.8,150547.0,98.29953436468344,40.116375616916976
Parnaíba,PI,2016,28.83,100.0,117.22,39.97,60.03,150201.0,99.78428905266942,33.294052636134246
Parnaíba,PI,2015,34.64,100.0,116.34,44.71,55.29,149803.0,96.98737675480464,25.337943832900542
Parnaíba,PI,2014,43.9,100.0,116.49,52.03,47.97,149348.0,92.34807295712028,22.37257947880119
Paulistana,PI,2019,6.0,100.0,95.07,29.69,70.31,20523.0,71.86571164059835,1.432539102470399
Picos,PI,2019,48.57,100.0,112.74,57.04,42.96,78222.0,98.67812124466263,73.10986678939429
Picos,PI,2018,48.39,100.0,110.09,57.09,42.91,78002.0,98.85515756006257,50.92561729186431
Picos,PI,2017,47.33,100.0,111.02,55.79,44.21,76928.0,98.93016846921796,51.86798044925125
Picos,PI,2016,28.61,100.0,112.65,39.48,60.52,76749.0,98.69574847880754,38.39919738367927
Picos,PI,2015,25.85,100.0,125.91,37.03,62.97,76544.0,98.08214882943145,25.232545986622075
Picos,PI,2014,47.03,100.0,143.78,54.56,45.44,76309.0,77.26480493781861,25.112372066204507
Picos,PI,2013,34.98,100.0,143.3,44.06,55.94,76042.0,77.85960390310618,23.41074669261724
Picos,PI,2012,37.11,100.0,136.9,45.99,54.01,75481.0,77.56389025052663,17.989957737708828
Picos,PI,2011,39.06,100.0,128.8,49.39,50.61,74967.0,74.48877506102686,21.2293409100004
Picos,PI,2010,-3.89,,121.9,15.28,84.71,73414.0,75.61500531233824,21.17852180782957
Porto,PI,2019,60.19,100.0,88.46,43.73,56.27,12568.0,63.526416295353286,37.9057924888606
Porto,PI,2018,34.48,100.0,82.3,47.49,52.51,12526.0,62.98099952099633,38.03289158550216
Porto,PI,2017,32.83,100.0,83.33,45.92,54.08,12358.0,64.6301990613368,36.99627771484059
Porto,PI,2016,31.4,100.0,85.06,43.64,56.36,12324.0,64.64621876014282,29.64135021097046
Ribeiro Gonçalves,PI,2019,53.99,100.0,112.09,60.23,39.77,7341.0,60.56395586432366,50.41547473096308
Ribeiro Gonçalves,PI,2018,51.87,100.0,109.19,57.84,42.16,7305.0,59.493497604380565,50.66392881587953
Ribeiro Gonçalves,PI,2017,63.65,100.0,107.44,67.66,32.34,7214.0,72.06820072082063,53.64568893817577
São Gonçalo do Gurguéia,PI,2019,20.0,0.0,83.02,0.0,100.0,3041.0,59.1910555738244,16.44195988161789
São Gonçalo do Gurguéia,PI,2018,6.98,0.0,78.54,0.0,100.0,3025.0,49.58677685950413,16.528925619834713
São João do Arraial,PI,2019,56.57,0.0,93.18,56.57,43.43,7989.0,58.83089247715609,16.898235073225685
São João do Arraial,PI,2018,41.54,0.0,101.88,41.54,58.46,7937.0,53.395489479652255,15.119062618117676
São João do Arraial,PI,2017,39.2,0.0,105.78,39.2,60.8,7847.0,50.17204027016694,14.65528227348031
São João do Arraial,PI,2016,0.0,0.0,105.78,0.0,100.0,7804.0,50.44848795489493,14.095335725269091
São João do Arraial,PI,2014,34.0,0.0,73.33,33.33,66.67,7700.0,97.22077922077922,50.0
São João do Arraial,PI,2013,36.9,0.0,67.95,36.21,63.79,7636.0,97.68203247773704,50.0654793085385
São João do Arraial,PI,2012,35.82,0.0,66.8,35.46,64.54,7578.0,98.42966481921351,50.44866719451042
Teresina,PI,2019,44.06,100.0,138.91,51.89,48.11,864845.0,94.26787459024447,33.993258907665535
Teresina,PI,2018,52.41,100.0,140.88,57.63,42.37,861442.0,94.26786713440951,29.25327532207624
Teresina,PI,2017,46.91,100.0,156.49,48.85,51.15,850198.0,94.30791415646708,18.40383063709865
Teresina,PI,2016,40.73,100.0,144.43,47.54,52.46,847430.0,99.72103890586833,23.492559857451354
Teresina,PI,2015,45.55,100.0,147.71,51.68,48.32,844245.0,97.72222518344792,19.961148718677634
Teresina,PI,2014,48.32,100.0,150.86,53.86,46.14,840600.0,94.38805615036878,19.116226504877467
Teresina,PI,2013,48.47,100.0,153.61,53.75,46.25,836475.0,92.79811112107356,17.8741743626528
Teresina,PI,2012,49.89,100.0,150.4,54.76,45.24,830231.0,92.2160218059793,16.325576857525196
Teresina,PI,2011,54.43,100.0,140.9,58.69,41.31,822364.0,91.06855358454406,16.023074940050876
Teresina,PI,2010,55.48,100.0,138.7,59.33,40.66,814230.0,92.36456529481842,15.219655379929502
União,PI,2019,34.84,100.0,93.91,45.93,54.07,44485.0,50.42823423625941,42.39181746656176
União,PI,2018,31.8,100.0,96.2,43.34,56.66,44396.0,44.90945130191909,42.476799711685736
Vera Mendes,PI,2016,47.64,0.0,60.27,47.64,52.36,3028.0,100.0,73.51387054161162
Vera Mendes,PI,2013,46.46,0.0,51.35,52.01,47.99,3020.0,100.0,29.80132450331126
Abatiá,PR,2019,27.51,100.0,116.74,37.82,62.18,7457.0,100.0,17.433284162531848
Abatiá,PR,2018,31.79,100.0,111.95,41.86,58.14,7507.0,100.0,17.317170640735313
Abatiá,PR,2017,32.41,100.0,105.26,43.41,56.59,7768.0,100.0,15.447991761071062
Abatiá,PR,2016,30.7,100.0,104.35,41.34,58.66,7795.0,100.0,14.111610006414368
Abatiá,PR,2015,22.55,100.0,104.03,34.26,65.74,7823.0,100.0,14.061101879074526
Abatiá,PR,2014,26.17,100.0,115.84,35.57,64.43,7852.0,100.0,14.00916963830871
Abatiá,PR,2013,0.0,100.0,153.03,23.48,76.52,7881.0,77.66780865372415,11.419870574800152
Abatiá,PR,2012,0.0,100.0,150.7,7.57,92.43,7690.0,75.9557867360208,2.990897269180754
Abatiá,PR,2011,5.89,100.0,158.5,7.23,92.77,7727.0,75.59207972046073,2.9765756438462536
Abatiá,PR,2010,17.74,,169.0,17.74,82.25,7764.0,75.23183925811438,3.863987635239567
Agudos do Sul,PR,2019,10.79,100.0,96.91,16.21,83.79,9371.0,59.75883043431865,17.618183758403585
Agudos do Sul,PR,2018,43.51,100.0,97.38,16.05,83.95,9269.0,59.82306613442658,17.67180925666199
Agudos do Sul,PR,2017,37.98,100.0,95.64,17.67,82.33,9161.0,58.22508459775134,17.465342211548958
Agudos do Sul,PR,2016,-1.05,100.0,97.31,28.06,71.94,9073.0,58.32690400088174,17.59065358756751
Agudos do Sul,PR,2015,-6.41,100.0,97.81,23.36,76.64,8983.0,57.274852499165085,17.878214404987197
